hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,country,market_segment,customer_type,adr,required_car_parking_spaces,total_of_special_requests,previous_cancellations,deposit_type,agent,company,total_nights,total_guests
City Hotel,0,10,2024,January,1,0,3,2,0.0,PRT,Online TA,Transient,57.65,0,0,0,No Deposit,10.0,103.0,3,2.0
City Hotel,0,70,2024,November,18,0,3,4,0.0,GBR,Online TA,Transient,102.42,0,1,0,No Deposit,26.0,117.0,3,4.0
Resort Hotel,1,221,2024,March,4,1,2,3,0.0,PRT,Online TA,Transient,109.05,0,1,1,No Deposit,26.0,105.0,3,3.0
City Hotel,1,56,2024,January,23,1,2,2,0.0,GBR,Complementary,Transient-Party,44.77,0,0,0,No Deposit,26.0,113.0,3,2.0
City Hotel,0,11,2023,December,22,0,3,2,1.0,ESP,Offline TA/TO,Transient,139.68,0,0,0,No Deposit,1.0,108.0,3,3.0
Resort Hotel,1,328,2024,October,15,0,6,1,0.0,USA,Direct,Transient,148.07,0,0,0,No Deposit,17.0,115.0,6,1.0
City Hotel,1,45,2023,December,27,0,2,2,0.0,USA,Online TA,Transient-Party,81.22,0,0,0,Non Refund,27.0,114.0,2,2.0
City Hotel,1,109,2024,September,25,0,2,2,1.0,PRT,Corporate,Transient,69.51,0,0,0,No Deposit,1.0,106.0,2,3.0
City Hotel,1,9,2024,September,23,1,1,1,0.0,USA,Online TA,Transient,39.86,1,0,0,No Deposit,8.0,106.0,2,1.0
City Hotel,0,65,2023,May,28,0,2,2,1.0,IND,Online TA,Transient,102.27,0,0,0,No Deposit,18.0,104.0,2,3.0
City Hotel,0,146,2024,April,21,1,3,2,0.0,PRT,Online TA,Transient-Party,87.48,0,0,0,No Deposit,13.0,0.0,4,2.0
Resort Hotel,0,45,2024,December,22,0,2,2,0.0,FRA,Offline TA/TO,Transient,126.85,1,1,0,Non Refund,26.0,106.0,2,2.0
City Hotel,0,20,2023,September,10,1,4,2,0.0,FRA,Complementary,Contract,138.47,0,1,0,No Deposit,18.0,100.0,5,2.0
Resort Hotel,0,8,2023,September,25,1,3,2,0.0,ITA,Online TA,Transient,119.9,0,0,0,No Deposit,23.0,113.0,4,2.0
City Hotel,0,21,2023,March,17,0,1,2,0.0,ESP,Groups,Transient,62.96,0,2,1,No Deposit,1.0,0.0,1,2.0
City Hotel,1,26,2024,May,27,1,2,2,0.0,GBR,Complementary,Transient,101.54,0,0,0,No Deposit,5.0,117.0,3,2.0
City Hotel,1,74,2024,March,25,2,2,2,1.0,DEU,Online TA,Group,101.43,0,1,0,Non Refund,17.0,0.0,4,3.0
City Hotel,1,11,2023,October,22,0,2,2,0.0,GBR,Online TA,Transient,67.96,0,0,0,No Deposit,27.0,0.0,2,2.0
Resort Hotel,1,6,2023,February,12,2,4,1,0.0,GBR,Groups,Transient,74.13,0,1,0,Non Refund,3.0,101.0,6,1.0
Resort Hotel,1,29,2024,January,20,0,4,2,0.0,ESP,Online TA,Group,133.23,0,1,0,Non Refund,1.0,115.0,4,2.0
Resort Hotel,0,36,2024,December,12,2,3,2,0.0,BRA,Corporate,Transient,88.48,0,0,1,No Deposit,21.0,113.0,5,2.0
Resort Hotel,0,59,2023,October,16,1,2,2,0.0,ESP,Groups,Transient,89.63,0,1,0,No Deposit,15.0,102.0,3,2.0
City Hotel,0,73,2023,February,5,1,3,2,1.0,IRL,Corporate,Transient-Party,66.27,0,0,0,Non Refund,10.0,0.0,4,3.0
City Hotel,0,132,2024,August,16,1,6,3,0.0,ITA,Corporate,Transient-Party,130.43,0,0,0,No Deposit,5.0,118.0,7,3.0
Resort Hotel,0,20,2023,November,17,2,4,2,0.0,ITA,Corporate,Transient-Party,120.89,0,1,0,No Deposit,10.0,0.0,6,2.0
City Hotel,1,45,2023,August,23,2,0,2,0.0,FRA,Direct,Transient-Party,145.18,0,4,0,No Deposit,9.0,118.0,2,2.0
City Hotel,0,27,2024,March,15,1,2,2,0.0,GBR,Offline TA/TO,Transient-Party,94.27,0,1,0,No Deposit,2.0,106.0,3,2.0
City Hotel,0,0,2024,July,13,2,2,3,1.0,USA,Online TA,Contract,195.62,0,2,0,No Deposit,20.0,112.0,4,4.0
City Hotel,0,51,2023,July,8,1,1,2,0.0,FRA,Corporate,Transient-Party,119.03,0,1,0,No Deposit,28.0,112.0,2,2.0
Resort Hotel,0,101,2023,February,27,0,2,1,0.0,GBR,Groups,Transient,64.14,0,0,0,No Deposit,24.0,0.0,2,1.0
City Hotel,0,2,2023,September,21,1,2,1,2.0,ITA,Offline TA/TO,Transient,123.68,0,0,0,No Deposit,20.0,109.0,3,3.0
City Hotel,1,0,2023,March,2,1,4,2,1.0,USA,Offline TA/TO,Transient-Party,93.01,0,0,0,Non Refund,10.0,116.0,5,3.0
City Hotel,1,78,2024,February,8,2,2,2,0.0,FRA,Offline TA/TO,Transient-Party,82.74,0,2,0,Non Refund,17.0,119.0,4,2.0
Resort Hotel,0,69,2023,December,10,0,1,2,1.0,USA,Complementary,Transient,136.38,0,1,0,No Deposit,9.0,108.0,1,3.0
City Hotel,0,31,2024,March,7,0,1,2,1.0,BRA,Online TA,Transient,102.39,0,1,0,No Deposit,5.0,0.0,1,3.0
Resort Hotel,1,65,2024,February,10,2,2,2,1.0,USA,Direct,Transient,143.79,0,1,0,No Deposit,4.0,0.0,4,3.0
Resort Hotel,0,183,2023,August,25,1,2,1,0.0,USA,Groups,Group,219.76700000000014,0,0,0,No Deposit,3.0,107.0,3,1.0
City Hotel,0,17,2023,May,4,1,0,2,0.0,FRA,Online TA,Transient,160.37,0,1,0,No Deposit,15.0,106.0,1,2.0
City Hotel,1,16,2024,March,11,0,1,3,0.0,PRT,Groups,Transient,111.86,1,0,0,Non Refund,24.0,0.0,1,3.0
City Hotel,0,12,2024,May,9,0,4,2,0.0,FRA,Groups,Transient-Party,143.43,0,0,0,No Deposit,16.0,0.0,4,2.0
Resort Hotel,1,77,2024,November,4,1,3,2,0.0,PRT,Groups,Contract,121.84,0,0,0,Non Refund,20.0,112.0,4,2.0
City Hotel,0,26,2023,November,3,1,3,1,0.0,IND,Offline TA/TO,Transient-Party,76.95,0,1,1,No Deposit,19.0,0.0,4,1.0
Resort Hotel,1,268,2024,August,11,0,3,3,1.0,ESP,Online TA,Group,219.76700000000014,0,0,0,Non Refund,10.0,0.0,3,4.0
Resort Hotel,0,75,2024,July,3,1,2,2,0.0,GBR,Direct,Transient-Party,143.67,0,0,1,No Deposit,0.0,102.0,3,2.0
City Hotel,1,27,2024,June,26,0,2,2,0.0,GBR,Online TA,Contract,106.47,0,0,1,No Deposit,24.0,0.0,2,2.0
City Hotel,0,9,2023,January,18,3,2,1,0.0,DEU,Online TA,Transient,97.1,0,1,1,No Deposit,24.0,0.0,5,1.0
City Hotel,0,53,2024,October,26,2,1,3,0.0,PRT,Groups,Transient,97.92,0,1,0,No Deposit,17.0,0.0,3,3.0
City Hotel,0,20,2024,January,19,1,4,2,0.0,IND,Direct,Contract,61.46,0,0,0,No Deposit,7.0,111.0,5,2.0
City Hotel,1,141,2023,January,14,2,1,2,0.0,USA,Online TA,Transient,111.69,1,1,0,No Deposit,14.0,109.0,3,2.0
City Hotel,1,34,2024,October,24,1,1,2,0.0,FRA,Online TA,Contract,83.84,0,0,0,Non Refund,8.0,112.0,2,2.0
Resort Hotel,0,20,2023,August,11,2,3,2,0.0,PRT,Direct,Transient,219.07,0,0,0,Non Refund,7.0,118.0,5,2.0
City Hotel,1,53,2023,August,24,0,3,1,0.0,PRT,Complementary,Transient,136.83,0,0,0,Non Refund,4.0,115.0,3,1.0
City Hotel,0,8,2023,July,2,2,4,3,1.0,PRT,Offline TA/TO,Transient,130.11,0,0,0,No Deposit,9.0,109.0,6,4.0
Resort Hotel,0,49,2024,June,27,0,3,3,0.0,PRT,Online TA,Transient,126.97,0,0,0,No Deposit,22.0,100.0,3,3.0
City Hotel,0,3,2023,April,2,1,3,1,1.0,ESP,Direct,Transient,114.54,1,0,0,Non Refund,25.0,0.0,4,2.0
City Hotel,1,56,2023,January,2,1,3,1,0.0,USA,Online TA,Transient,74.37,0,2,1,No Deposit,0.0,0.0,4,1.0
Resort Hotel,1,45,2024,September,10,1,1,3,0.0,DEU,Online TA,Contract,219.76700000000014,0,3,0,Non Refund,16.0,0.0,2,3.0
Resort Hotel,0,44,2023,January,23,3,2,3,0.0,FRA,Offline TA/TO,Group,133.33,0,0,0,No Deposit,22.0,105.0,5,3.0
City Hotel,1,69,2024,April,15,2,4,2,1.0,DEU,Offline TA/TO,Transient,127.63,0,2,0,No Deposit,0.0,0.0,6,3.0
Resort Hotel,0,2,2024,March,22,2,2,2,0.0,PRT,Offline TA/TO,Transient,84.59,0,0,0,No Deposit,22.0,0.0,4,2.0
City Hotel,0,36,2024,July,12,0,3,2,0.0,USA,Corporate,Transient,158.28,0,0,0,No Deposit,23.0,115.0,3,2.0
City Hotel,0,35,2024,May,11,1,2,2,0.0,IND,Offline TA/TO,Transient,115.94,0,0,0,No Deposit,26.0,0.0,3,2.0
City Hotel,0,36,2024,May,17,2,0,3,0.0,USA,Groups,Transient-Party,89.71,0,0,0,No Deposit,8.0,106.0,2,3.0
City Hotel,1,234,2023,April,18,0,2,2,0.0,PRT,Corporate,Transient,152.08,0,0,0,No Deposit,25.0,101.0,2,2.0
City Hotel,0,8,2024,January,14,0,2,3,0.0,ESP,Direct,Transient,59.35,0,0,1,No Deposit,29.0,109.0,2,3.0
Resort Hotel,0,70,2023,May,17,0,1,3,0.0,PRT,Online TA,Transient-Party,104.68,0,0,0,Non Refund,3.0,0.0,1,3.0
City Hotel,1,30,2024,April,15,0,1,2,0.0,FRA,Complementary,Transient,99.71,0,1,0,Refundable,0.0,101.0,1,2.0
City Hotel,1,43,2023,October,12,1,1,1,0.0,USA,Groups,Transient,129.76,0,0,0,No Deposit,10.0,0.0,2,1.0
Resort Hotel,0,86,2024,August,27,0,2,2,0.0,GBR,Online TA,Transient-Party,147.99,0,1,0,No Deposit,28.0,110.0,2,2.0
City Hotel,0,10,2024,February,16,0,5,2,0.0,PRT,Offline TA/TO,Transient-Party,61.5,0,0,0,No Deposit,2.0,116.0,5,2.0
City Hotel,1,86,2024,August,23,2,0,2,0.0,FRA,Online TA,Transient-Party,114.65,0,1,0,Refundable,0.0,108.0,2,2.0
City Hotel,0,4,2023,January,6,0,2,2,0.0,USA,Online TA,Transient-Party,71.94,0,3,0,No Deposit,11.0,0.0,2,2.0
City Hotel,0,39,2023,April,2,1,2,2,0.0,ITA,Offline TA/TO,Transient-Party,105.35,0,1,0,No Deposit,25.0,103.0,3,2.0
City Hotel,0,81,2024,March,2,1,3,1,0.0,PRT,Online TA,Transient,80.16,0,1,0,No Deposit,3.0,0.0,4,1.0
City Hotel,0,12,2024,May,16,2,2,2,2.0,GBR,Online TA,Transient,90.24,0,2,0,No Deposit,27.0,113.0,4,4.0
City Hotel,1,88,2023,May,2,1,3,4,0.0,PRT,Offline TA/TO,Transient-Party,100.69,0,0,0,No Deposit,12.0,101.0,4,4.0
City Hotel,1,10,2024,May,8,1,1,2,0.0,ITA,Complementary,Transient-Party,70.23,0,0,0,No Deposit,29.0,110.0,2,2.0
City Hotel,0,96,2024,December,7,1,0,2,0.0,GBR,Corporate,Transient,149.53,0,0,0,No Deposit,17.0,103.0,1,2.0
City Hotel,0,37,2023,April,1,0,1,4,0.0,ESP,Groups,Transient,95.4,0,0,0,No Deposit,0.0,0.0,1,4.0
City Hotel,1,69,2024,August,4,1,3,2,0.0,ESP,Offline TA/TO,Transient-Party,111.69,0,1,0,Non Refund,17.0,105.0,4,2.0
Resort Hotel,1,149,2024,March,11,0,5,2,0.0,ITA,Offline TA/TO,Transient,127.14,0,1,0,Non Refund,29.0,103.0,5,2.0
City Hotel,0,31,2023,December,20,2,1,1,1.0,IRL,Corporate,Transient,131.57,0,1,0,No Deposit,17.0,104.0,3,2.0
City Hotel,0,15,2023,April,7,1,1,2,0.0,GBR,Direct,Transient,92.36,1,1,0,Non Refund,15.0,0.0,2,2.0
Resort Hotel,0,121,2024,January,18,0,3,2,0.0,USA,Online TA,Transient,90.83,0,0,0,No Deposit,25.0,108.0,3,2.0
City Hotel,0,10,2024,July,4,1,0,2,0.0,ESP,Online TA,Transient,138.45,0,1,0,No Deposit,12.0,113.0,1,2.0
Resort Hotel,1,59,2023,January,17,1,2,2,1.0,PRT,Groups,Transient,60.14,0,0,0,No Deposit,24.0,0.0,3,3.0
Resort Hotel,0,154,2024,February,11,0,1,2,0.0,PRT,Online TA,Transient-Party,109.85,0,0,0,No Deposit,15.0,0.0,1,2.0
City Hotel,0,67,2024,November,11,1,2,3,0.0,PRT,Online TA,Transient,81.54,0,0,0,No Deposit,7.0,0.0,3,3.0
Resort Hotel,0,13,2024,July,20,1,2,2,0.0,PRT,Offline TA/TO,Transient-Party,195.91,0,1,0,Refundable,0.0,0.0,3,2.0
City Hotel,1,9,2023,January,11,1,2,3,1.0,DEU,Groups,Transient-Party,93.82,0,0,0,Non Refund,9.0,111.0,3,4.0
City Hotel,0,17,2024,November,15,1,6,4,0.0,FRA,Online TA,Transient,97.01,0,2,0,No Deposit,12.0,0.0,7,4.0
City Hotel,1,29,2023,March,14,1,4,2,0.0,PRT,Direct,Transient,64.11,0,1,0,Non Refund,17.0,118.0,5,2.0
Resort Hotel,0,10,2023,June,17,1,2,2,1.0,USA,Online TA,Transient-Party,205.09,0,1,0,Non Refund,26.0,114.0,3,3.0
Resort Hotel,1,95,2023,June,2,0,2,2,1.0,PRT,Offline TA/TO,Transient,157.41,0,0,0,No Deposit,15.0,108.0,2,3.0
City Hotel,0,26,2024,June,18,2,1,3,0.0,PRT,Offline TA/TO,Transient,73.02,0,0,0,No Deposit,8.0,114.0,3,3.0
City Hotel,1,165,2024,November,16,1,2,1,0.0,IND,Online TA,Transient,57.79,0,0,1,No Deposit,23.0,114.0,3,1.0
City Hotel,0,110,2023,February,12,0,3,1,0.0,FRA,Groups,Transient,84.76,0,0,0,No Deposit,26.0,0.0,3,1.0
Resort Hotel,1,143,2024,February,10,1,2,3,0.0,GBR,Corporate,Contract,92.55,0,0,0,Non Refund,26.0,110.0,3,3.0
City Hotel,0,20,2023,June,28,4,5,2,0.0,BRA,Online TA,Transient-Party,158.29,0,1,0,No Deposit,18.0,119.0,9,2.0
City Hotel,1,51,2023,October,16,1,1,3,1.0,BRA,Online TA,Transient,109.33,0,0,0,Non Refund,23.0,0.0,2,4.0
City Hotel,1,23,2024,May,3,1,2,2,0.0,USA,Online TA,Group,100.73,1,0,0,Non Refund,12.0,0.0,3,2.0
Resort Hotel,0,17,2024,July,8,3,3,3,0.0,GBR,Groups,Transient,129.69,0,1,0,No Deposit,5.0,116.0,6,3.0
City Hotel,0,56,2023,July,27,2,3,2,0.0,BRA,Online TA,Transient-Party,103.81,0,1,0,No Deposit,5.0,0.0,5,2.0
City Hotel,0,102,2024,May,22,1,1,1,0.0,ITA,Online TA,Contract,87.5,0,0,1,No Deposit,2.0,116.0,2,1.0
City Hotel,1,5,2023,August,22,1,2,2,0.0,USA,Offline TA/TO,Contract,111.06,0,1,0,Non Refund,8.0,0.0,3,2.0
Resort Hotel,0,19,2023,October,25,1,4,2,0.0,GBR,Online TA,Transient,80.33,0,1,0,No Deposit,22.0,117.0,5,2.0
City Hotel,0,96,2024,May,2,3,2,1,0.0,ITA,Direct,Transient,148.17,0,0,0,No Deposit,26.0,103.0,5,1.0
Resort Hotel,0,162,2023,April,22,0,2,2,0.0,PRT,Online TA,Transient,119.26,1,1,0,No Deposit,25.0,115.0,2,2.0
City Hotel,0,4,2024,July,1,2,3,2,1.0,ESP,Complementary,Transient,112.92,0,0,0,No Deposit,0.0,0.0,5,3.0
City Hotel,0,28,2024,April,14,1,7,2,0.0,GBR,Groups,Transient-Party,94.84,1,0,0,No Deposit,8.0,113.0,8,2.0
Resort Hotel,0,147,2023,May,25,1,5,1,0.0,GBR,Offline TA/TO,Transient,122.07,0,1,0,No Deposit,2.0,105.0,6,1.0
Resort Hotel,0,25,2024,May,4,1,2,3,0.0,ESP,Offline TA/TO,Transient,140.93,0,0,0,No Deposit,14.0,102.0,3,3.0
City Hotel,0,74,2024,January,4,0,1,3,0.0,BRA,Direct,Transient,104.06,0,1,0,No Deposit,13.0,109.0,1,3.0
Resort Hotel,0,6,2024,January,9,0,2,2,0.0,ESP,Direct,Transient,87.49,0,0,0,No Deposit,20.0,111.0,2,2.0
City Hotel,0,35,2024,March,3,2,1,1,1.0,USA,Online TA,Transient,82.15,1,1,0,No Deposit,16.0,105.0,3,2.0
Resort Hotel,0,41,2024,November,5,0,1,2,0.0,FRA,Online TA,Group,76.97,0,1,0,No Deposit,25.0,0.0,1,2.0
City Hotel,0,85,2023,March,1,0,1,2,0.0,PRT,Complementary,Transient,119.66,0,2,0,No Deposit,26.0,0.0,1,2.0
Resort Hotel,0,20,2024,February,22,1,3,1,0.0,ESP,Online TA,Transient,153.15,0,0,2,No Deposit,19.0,0.0,4,1.0
City Hotel,0,18,2024,December,19,1,3,3,0.0,PRT,Direct,Transient-Party,117.59,0,0,0,No Deposit,7.0,119.0,4,3.0
City Hotel,0,21,2023,February,1,1,0,1,0.0,USA,Direct,Transient-Party,98.72,1,0,0,Non Refund,29.0,102.0,1,1.0
City Hotel,0,48,2024,June,10,1,2,3,0.0,ESP,Online TA,Transient-Party,121.51,0,3,0,Non Refund,9.0,116.0,3,3.0
City Hotel,0,125,2024,January,22,1,3,2,2.0,USA,Corporate,Transient-Party,70.97,0,0,1,No Deposit,25.0,102.0,4,4.0
Resort Hotel,0,106,2024,June,12,2,3,1,0.0,FRA,Complementary,Transient,127.37,1,2,0,No Deposit,17.0,0.0,5,1.0
City Hotel,0,3,2023,May,10,1,2,2,0.0,IND,Online TA,Transient-Party,108.81,0,0,0,No Deposit,18.0,106.0,3,2.0
Resort Hotel,0,126,2023,June,2,1,2,4,0.0,PRT,Complementary,Transient,170.89,0,0,0,Refundable,6.0,119.0,3,4.0
Resort Hotel,1,5,2024,May,16,4,1,2,0.0,ITA,Online TA,Transient-Party,113.34,0,1,0,No Deposit,19.0,110.0,5,2.0
Resort Hotel,0,32,2023,July,8,1,4,2,1.0,ESP,Corporate,Group,219.76700000000014,0,0,0,No Deposit,27.0,109.0,5,3.0
City Hotel,0,86,2024,January,14,3,1,4,0.0,FRA,Direct,Contract,67.62,0,1,1,No Deposit,15.0,110.0,4,4.0
City Hotel,0,5,2023,March,15,3,1,1,1.0,DEU,Direct,Contract,87.75,0,0,0,Non Refund,11.0,0.0,4,2.0
City Hotel,0,2,2023,June,16,1,0,2,0.0,PRT,Online TA,Transient,127.83,0,0,0,No Deposit,9.0,108.0,1,2.0
City Hotel,0,24,2023,January,11,1,2,3,0.0,PRT,Online TA,Transient,55.09,0,0,1,No Deposit,16.0,106.0,3,3.0
Resort Hotel,0,78,2023,November,12,1,2,4,0.0,ESP,Groups,Group,86.55,0,0,0,No Deposit,8.0,115.0,3,4.0
City Hotel,0,44,2024,November,2,1,0,2,0.0,USA,Offline TA/TO,Transient-Party,77.41,0,1,0,No Deposit,15.0,102.0,1,2.0
City Hotel,0,32,2023,July,4,0,3,2,0.0,ESP,Direct,Transient,138.13,0,1,0,No Deposit,17.0,0.0,3,2.0
City Hotel,1,100,2023,April,3,2,2,1,0.0,ITA,Groups,Transient-Party,145.95,0,0,0,No Deposit,6.0,0.0,4,1.0
Resort Hotel,0,87,2023,March,9,2,4,2,0.0,USA,Offline TA/TO,Transient,121.68,0,0,0,Non Refund,28.0,0.0,6,2.0
City Hotel,0,36,2023,September,19,0,3,3,0.0,USA,Groups,Contract,120.28,0,0,0,No Deposit,27.0,0.0,3,3.0
Resort Hotel,0,1,2024,January,7,0,3,2,0.0,DEU,Groups,Transient,119.28,1,2,0,No Deposit,28.0,103.0,3,2.0
Resort Hotel,0,11,2024,August,4,0,1,3,0.0,BRA,Online TA,Transient,159.46,0,1,0,No Deposit,17.0,0.0,1,3.0
City Hotel,1,81,2024,January,6,3,2,2,0.0,PRT,Direct,Transient,97.25,1,1,0,Refundable,29.0,118.0,5,2.0
City Hotel,1,83,2024,May,19,0,1,1,2.0,PRT,Groups,Contract,111.6,0,0,0,No Deposit,20.0,110.0,1,3.0
Resort Hotel,0,215,2024,October,1,3,1,2,1.0,USA,Online TA,Transient,104.4,0,0,0,No Deposit,0.0,112.0,4,3.0
City Hotel,0,12,2024,August,16,0,1,2,1.0,USA,Online TA,Transient-Party,125.17,1,1,0,No Deposit,14.0,110.0,1,3.0
Resort Hotel,0,7,2023,June,11,3,1,2,2.0,PRT,Offline TA/TO,Transient-Party,167.01,0,0,0,No Deposit,26.0,107.0,4,4.0
City Hotel,0,8,2023,July,22,1,3,3,2.0,FRA,Online TA,Transient,159.51,0,1,0,Refundable,12.0,117.0,4,5.0
City Hotel,0,12,2023,November,4,0,2,3,0.0,PRT,Direct,Transient,63.93,0,0,0,No Deposit,5.0,103.0,2,3.0
City Hotel,0,45,2024,August,18,2,2,2,0.0,ESP,Direct,Transient-Party,161.09,0,1,0,No Deposit,28.0,0.0,4,2.0
City Hotel,1,221,2024,June,23,1,1,2,0.0,PRT,Online TA,Group,130.39,0,1,0,Non Refund,23.0,104.0,2,2.0
City Hotel,0,53,2024,November,26,1,2,2,0.0,IND,Groups,Transient,72.3,0,0,0,No Deposit,19.0,103.0,3,2.0
Resort Hotel,0,44,2023,June,28,0,1,1,0.0,ESP,Online TA,Transient,196.79,0,0,0,No Deposit,0.0,117.0,1,1.0
City Hotel,0,67,2024,November,5,3,2,3,0.0,ESP,Online TA,Transient,113.08,1,0,0,No Deposit,26.0,103.0,5,3.0
City Hotel,0,4,2023,June,22,0,4,2,1.0,DEU,Online TA,Transient-Party,105.4,0,2,0,No Deposit,3.0,0.0,4,3.0
City Hotel,1,101,2023,May,6,0,4,2,1.0,DEU,Corporate,Transient,91.19,1,1,0,No Deposit,2.0,105.0,4,3.0
Resort Hotel,0,62,2023,August,25,0,1,1,0.0,PRT,Online TA,Group,155.54,0,1,0,No Deposit,19.0,119.0,1,1.0
Resort Hotel,0,11,2023,February,28,0,3,2,0.0,IND,Online TA,Transient,107.01,0,0,0,Non Refund,15.0,101.0,3,2.0
City Hotel,0,54,2023,April,12,4,1,2,0.0,ITA,Groups,Transient,81.61,0,2,1,Refundable,4.0,118.0,5,2.0
City Hotel,1,4,2023,January,22,0,1,2,0.0,DEU,Online TA,Contract,87.57,0,0,0,Non Refund,12.0,107.0,1,2.0
City Hotel,0,18,2024,May,9,1,4,3,0.0,PRT,Online TA,Transient,132.78,0,0,1,No Deposit,14.0,101.0,5,3.0
City Hotel,0,29,2024,March,28,1,1,3,1.0,PRT,Direct,Transient,75.18,1,2,0,Non Refund,24.0,114.0,2,4.0
City Hotel,0,51,2024,May,13,2,4,2,0.0,USA,Online TA,Transient,85.2,0,1,0,No Deposit,5.0,103.0,6,2.0
City Hotel,0,38,2024,April,27,1,1,2,0.0,DEU,Online TA,Transient-Party,112.21,0,1,0,Refundable,12.0,108.0,2,2.0
City Hotel,0,66,2023,January,22,0,1,2,1.0,GBR,Direct,Transient,82.21,0,1,0,Non Refund,27.0,114.0,1,3.0
City Hotel,0,64,2023,November,17,1,3,2,2.0,USA,Direct,Contract,85.99,0,1,0,No Deposit,10.0,115.0,4,4.0
City Hotel,0,52,2023,October,5,0,2,2,0.0,GBR,Groups,Transient,125.93,1,0,0,Non Refund,2.0,107.0,2,2.0
Resort Hotel,0,112,2024,June,20,1,4,3,0.0,ITA,Offline TA/TO,Group,105.84,0,0,1,Non Refund,9.0,0.0,5,3.0
Resort Hotel,0,59,2024,July,13,4,2,2,1.0,PRT,Online TA,Transient,170.95,0,0,0,No Deposit,27.0,117.0,6,3.0
City Hotel,0,10,2023,January,13,1,3,2,0.0,ESP,Direct,Transient-Party,71.9,0,1,0,Non Refund,13.0,115.0,4,2.0
City Hotel,0,22,2024,April,10,0,3,2,0.0,PRT,Online TA,Transient,90.92,0,0,0,No Deposit,5.0,0.0,3,2.0
City Hotel,1,79,2024,December,15,0,1,4,0.0,DEU,Offline TA/TO,Transient,105.36,1,0,1,No Deposit,23.0,115.0,1,4.0
City Hotel,0,80,2024,September,15,1,4,1,0.0,ESP,Groups,Transient,73.66,0,1,0,No Deposit,27.0,110.0,5,1.0
Resort Hotel,1,260,2023,December,18,1,3,1,0.0,ITA,Offline TA/TO,Transient,193.05,1,1,0,No Deposit,21.0,117.0,4,1.0
Resort Hotel,1,59,2024,October,18,2,1,2,0.0,GBR,Online TA,Transient,145.94,0,2,1,No Deposit,26.0,0.0,3,2.0
City Hotel,1,137,2023,June,2,0,2,2,0.0,DEU,Offline TA/TO,Transient-Party,63.88,0,0,1,Non Refund,28.0,0.0,2,2.0
City Hotel,0,3,2024,February,23,0,4,2,1.0,GBR,Online TA,Transient,74.86,0,0,1,No Deposit,9.0,112.0,4,3.0
Resort Hotel,0,50,2023,April,11,2,6,2,0.0,GBR,Online TA,Transient-Party,116.63,0,0,0,No Deposit,23.0,0.0,8,2.0
City Hotel,1,151,2023,June,13,1,2,3,0.0,BRA,Direct,Transient-Party,153.2,0,2,1,No Deposit,27.0,118.0,3,3.0
Resort Hotel,0,20,2024,April,11,0,3,1,0.0,USA,Direct,Transient-Party,73.31,0,2,0,No Deposit,1.0,104.0,3,1.0
City Hotel,0,10,2023,October,4,1,0,1,0.0,ESP,Offline TA/TO,Transient-Party,105.19,0,1,0,Non Refund,27.0,110.0,1,1.0
Resort Hotel,0,25,2023,July,15,2,0,1,0.0,BRA,Offline TA/TO,Transient,121.68,0,1,0,Refundable,23.0,113.0,2,1.0
City Hotel,0,94,2023,December,22,0,1,1,0.0,BRA,Online TA,Transient,148.75,1,1,0,No Deposit,18.0,119.0,1,1.0
Resort Hotel,0,5,2024,March,23,0,3,3,0.0,GBR,Online TA,Transient,128.73,0,1,0,Non Refund,1.0,100.0,3,3.0
City Hotel,0,55,2023,June,25,1,2,2,0.0,USA,Online TA,Group,89.57,0,0,0,No Deposit,3.0,109.0,3,2.0
Resort Hotel,1,8,2024,December,11,2,3,3,0.0,ESP,Corporate,Transient-Party,133.84,0,0,0,No Deposit,12.0,117.0,5,3.0
Resort Hotel,0,34,2023,April,18,1,2,2,1.0,GBR,Corporate,Transient-Party,124.38,0,1,0,No Deposit,6.0,113.0,3,3.0
City Hotel,1,202,2023,March,16,0,5,2,0.0,FRA,Groups,Contract,61.09,1,0,0,No Deposit,6.0,107.0,5,2.0
City Hotel,0,13,2023,December,10,0,3,1,0.0,GBR,Direct,Group,150.61,0,0,1,No Deposit,10.0,109.0,3,1.0
City Hotel,0,2,2024,March,12,0,1,1,1.0,PRT,Offline TA/TO,Transient,72.24,0,1,0,Non Refund,1.0,105.0,1,2.0
Resort Hotel,0,33,2023,February,13,1,5,2,1.0,BRA,Online TA,Transient,105.5,0,2,0,Non Refund,4.0,0.0,6,3.0
City Hotel,0,51,2023,November,9,1,1,1,0.0,PRT,Online TA,Contract,74.02,0,2,0,No Deposit,14.0,0.0,2,1.0
City Hotel,0,21,2024,March,27,0,3,2,1.0,ESP,Direct,Contract,73.44,0,0,1,No Deposit,22.0,109.0,3,3.0
City Hotel,0,46,2024,December,21,3,3,3,0.0,FRA,Offline TA/TO,Transient-Party,105.32,0,0,0,No Deposit,16.0,0.0,6,3.0
Resort Hotel,0,183,2023,October,13,0,5,1,0.0,DEU,Corporate,Transient-Party,219.76700000000014,0,1,0,No Deposit,0.0,0.0,5,1.0
City Hotel,0,22,2023,January,6,4,5,2,0.0,USA,Offline TA/TO,Transient-Party,64.65,0,1,0,No Deposit,2.0,101.0,9,2.0
