hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,country,market_segment,customer_type,adr,required_car_parking_spaces,total_of_special_requests,previous_cancellations,deposit_type,agent,company,total_nights,total_guests,lead_time_bucket,customer_segment,predicted_cancel_risk
Resort Hotel,0,62,2023,December,6,1,3,2,0.0,IND,Online TA,Transient-Party,147.36,0,0,0,No Deposit,8.0,101.0,4,2.0,31-90 days,Early Planner - Corporate/Contract,0.509777943530597
Resort Hotel,1,67,2023,October,4,0,5,2,0.0,DEU,Online TA,Transient,102.31,0,0,0,Non Refund,6.0,0.0,5,2.0,31-90 days,Early Planner - Leisure/Transient,0.7011702900000764
City Hotel,0,6,2023,August,9,0,4,2,0.0,FRA,Groups,Transient,201.45,0,0,0,No Deposit,12.0,109.0,4,2.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.26362426210318674
City Hotel,0,38,2023,June,9,4,1,4,0.0,DEU,Online TA,Transient-Party,132.55,0,0,0,No Deposit,6.0,119.0,5,4.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.4453661303512706
City Hotel,0,16,2023,September,23,0,1,2,2.0,DEU,Offline TA/TO,Transient-Party,77.56,0,0,0,No Deposit,0.0,0.0,1,4.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.40411384186899024
City Hotel,1,93,2024,December,28,1,1,1,0.0,PRT,Direct,Contract,166.38,1,0,0,No Deposit,28.0,0.0,2,1.0,91-180 days,Early Planner - Corporate/Contract,0.5014125050572625
City Hotel,0,67,2024,September,5,1,4,2,0.0,IRL,Online TA,Transient,89.44,0,1,0,No Deposit,2.0,117.0,5,2.0,31-90 days,Early Planner - Leisure/Transient,0.3582444159902246
City Hotel,0,15,2023,September,15,1,1,2,2.0,DEU,Online TA,Transient-Party,94.14,0,0,0,No Deposit,11.0,0.0,2,4.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.4049515249042743
City Hotel,0,19,2023,June,28,1,4,2,0.0,FRA,Online TA,Transient-Party,88.26,0,1,0,Refundable,6.0,112.0,5,2.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.24392802476364628
City Hotel,0,33,2023,December,9,1,2,2,1.0,USA,Direct,Transient-Party,118.22,0,4,1,Refundable,6.0,109.0,3,3.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.45439267793491894
City Hotel,0,8,2023,December,2,1,1,2,0.0,PRT,Corporate,Transient,122.37,0,0,0,Non Refund,6.0,119.0,2,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.5820548238779579
Resort Hotel,1,146,2023,September,3,0,4,3,1.0,GBR,Groups,Contract,131.14,0,1,0,No Deposit,19.0,0.0,4,4.0,91-180 days,Early Planner - Corporate/Contract,0.5828696944211583
Resort Hotel,1,80,2024,March,26,0,2,2,0.0,ITA,Online TA,Transient,119.77,0,1,0,No Deposit,6.0,113.0,2,2.0,31-90 days,Early Planner - Leisure/Transient,0.3990012469807249
Resort Hotel,0,27,2023,May,21,1,3,2,0.0,GBR,Offline TA/TO,Transient,95.15,0,0,0,No Deposit,0.0,113.0,4,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.389906365978325
City Hotel,0,21,2023,February,12,0,1,2,0.0,BRA,Offline TA/TO,Transient,98.8,0,0,1,No Deposit,7.0,104.0,1,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.3804265854531511
Resort Hotel,1,70,2023,December,16,1,4,2,1.0,ESP,Online TA,Transient,219.76700000000014,0,0,0,Non Refund,29.0,118.0,5,3.0,31-90 days,Early Planner - Leisure/Transient,0.7119206531581296
City Hotel,0,33,2023,August,5,2,2,2,0.0,IND,Online TA,Transient,110.08,0,0,0,No Deposit,26.0,108.0,4,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.3939959207937073
City Hotel,0,15,2024,November,10,1,5,2,0.0,ITA,Corporate,Transient,67.4,0,0,0,No Deposit,0.0,118.0,6,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.3711499541918807
Resort Hotel,1,33,2023,April,28,0,3,2,0.0,PRT,Online TA,Transient,118.71,0,0,0,Non Refund,0.0,109.0,3,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.7336327939525873
City Hotel,0,123,2023,June,15,0,3,2,0.0,GBR,Complementary,Transient,107.52,0,0,0,No Deposit,17.0,0.0,3,2.0,91-180 days,Early Planner - Leisure/Transient,0.4610096541498716
City Hotel,0,4,2024,June,14,4,2,3,0.0,PRT,Online TA,Contract,80.69,0,2,0,No Deposit,0.0,0.0,6,3.0,0-7 days,Last-Minute Booker - Corporate/Contract,0.22047803190359608
City Hotel,0,27,2023,May,14,2,4,1,0.0,PRT,Online TA,Transient,66.04,0,0,0,No Deposit,0.0,0.0,6,1.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.4435821497812408
Resort Hotel,1,196,2024,December,23,0,2,1,0.0,PRT,Offline TA/TO,Contract,195.19,0,2,0,No Deposit,16.0,103.0,2,1.0,180+ days,Early Planner - Corporate/Contract,0.6296081811797454
City Hotel,1,0,2024,December,13,1,0,2,0.0,DEU,Online TA,Contract,65.2,0,0,2,No Deposit,16.0,117.0,1,2.0,0-7 days,Last-Minute Booker - Corporate/Contract,0.3381597169102109
City Hotel,0,28,2024,November,8,1,3,2,0.0,DEU,Corporate,Transient,61.14,0,0,0,No Deposit,17.0,114.0,4,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.39949618735720593
City Hotel,0,12,2023,July,8,1,1,3,0.0,PRT,Direct,Transient,170.85,0,0,0,No Deposit,0.0,100.0,2,3.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.3073328515727444
City Hotel,0,0,2024,October,17,2,1,2,0.0,USA,Groups,Group,62.56,0,0,0,No Deposit,4.0,0.0,3,2.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.3571395913396637
City Hotel,1,4,2023,August,17,0,1,4,2.0,PRT,Online TA,Transient-Party,106.34,0,0,0,Non Refund,0.0,110.0,1,6.0,0-7 days,Last-Minute Booker - Corporate/Contract,0.7660609276256888
City Hotel,0,11,2023,January,3,1,3,3,0.0,FRA,Offline TA/TO,Group,56.67,0,0,1,Non Refund,0.0,0.0,4,3.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.3937973452745526
City Hotel,0,1,2024,October,1,1,1,1,0.0,PRT,Complementary,Transient,76.47,0,1,0,No Deposit,0.0,0.0,2,1.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.2438706753543954
Resort Hotel,0,24,2024,July,17,0,1,2,2.0,DEU,Offline TA/TO,Contract,117.17,0,1,0,No Deposit,22.0,110.0,1,4.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.30602739351108016
City Hotel,0,2,2024,April,26,0,2,2,0.0,PRT,Online TA,Transient,113.32,0,1,0,No Deposit,1.0,0.0,2,2.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.286641989923938
City Hotel,1,70,2024,June,24,0,3,3,0.0,PRT,Online TA,Contract,128.13,0,0,0,Non Refund,26.0,112.0,3,3.0,31-90 days,Early Planner - Corporate/Contract,0.7785496998480995
City Hotel,1,102,2023,September,16,0,1,1,1.0,IND,Offline TA/TO,Transient,189.91,0,0,0,No Deposit,25.0,0.0,1,2.0,91-180 days,Early Planner - Leisure/Transient,0.45469148157602085
Resort Hotel,1,131,2023,May,17,0,2,1,0.0,FRA,Direct,Transient-Party,64.42,0,0,0,Non Refund,6.0,0.0,2,1.0,91-180 days,Early Planner - Corporate/Contract,0.808813239411125
City Hotel,1,47,2023,August,25,2,3,1,0.0,PRT,Online TA,Transient-Party,160.71,0,0,1,No Deposit,10.0,107.0,5,1.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.5238676819902502
City Hotel,0,175,2023,May,2,1,3,2,0.0,PRT,Offline TA/TO,Transient-Party,94.67,0,0,1,No Deposit,7.0,108.0,4,2.0,91-180 days,Early Planner - Corporate/Contract,0.5783781867746531
City Hotel,0,0,2023,February,25,0,5,2,0.0,FRA,Online TA,Transient,100.34,0,2,0,No Deposit,0.0,117.0,5,2.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.26260518918209513
Resort Hotel,1,8,2024,April,14,5,1,1,1.0,GBR,Offline TA/TO,Transient-Party,117.11,0,0,0,No Deposit,12.0,103.0,6,2.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.45960266570486574
City Hotel,1,20,2023,February,7,2,4,3,0.0,DEU,Groups,Transient,106.28,0,0,0,No Deposit,0.0,102.0,6,3.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.32295184230345875
City Hotel,1,93,2023,July,25,1,5,1,0.0,BRA,Direct,Transient-Party,194.39,0,0,0,No Deposit,12.0,0.0,6,1.0,91-180 days,Early Planner - Corporate/Contract,0.49098814092604925
Resort Hotel,0,129,2023,July,19,0,2,2,0.0,FRA,Offline TA/TO,Transient-Party,130.76,1,0,0,No Deposit,12.0,110.0,2,2.0,91-180 days,Early Planner - Corporate/Contract,0.5128952742998903
City Hotel,0,57,2024,March,1,1,2,2,0.0,ESP,Online TA,Transient,70.32,0,0,0,No Deposit,11.0,113.0,3,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.4354575232197312
City Hotel,0,28,2024,July,17,0,3,2,0.0,GBR,Online TA,Transient-Party,91.73,0,0,0,No Deposit,27.0,118.0,3,2.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.4376547522629039
City Hotel,1,65,2024,January,27,1,4,2,2.0,IND,Online TA,Transient,52.95,0,1,0,No Deposit,7.0,110.0,5,4.0,31-90 days,Early Planner - Leisure/Transient,0.3495696841562104
City Hotel,1,11,2023,January,10,1,4,1,0.0,PRT,Corporate,Transient,70.7,0,0,0,No Deposit,23.0,113.0,5,1.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.3355581880748198
City Hotel,0,36,2024,September,6,2,3,1,0.0,GBR,Online TA,Transient,95.02,1,0,0,No Deposit,3.0,107.0,5,1.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.3353074512831375
City Hotel,0,42,2023,June,7,1,0,2,0.0,USA,Online TA,Contract,118.58,0,1,1,No Deposit,0.0,109.0,1,2.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.35307404141169135
City Hotel,0,6,2024,December,25,1,5,2,0.0,PRT,Corporate,Transient-Party,105.53,0,1,0,Non Refund,16.0,102.0,6,2.0,0-7 days,Last-Minute Booker - Corporate/Contract,0.5611692157121406
City Hotel,0,2,2024,May,6,1,2,2,0.0,PRT,Direct,Contract,89.6,0,1,0,No Deposit,5.0,0.0,3,2.0,0-7 days,Last-Minute Booker - Corporate/Contract,0.3160507003308125
Resort Hotel,0,83,2023,June,5,1,1,2,0.0,ESP,Offline TA/TO,Transient,149.57,0,0,0,Non Refund,15.0,116.0,2,2.0,31-90 days,Early Planner - Leisure/Transient,0.7435874540574281
City Hotel,0,45,2024,June,2,2,3,1,0.0,PRT,Offline TA/TO,Transient-Party,108.75,0,1,0,Non Refund,3.0,109.0,5,1.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.6401067604629614
City Hotel,1,24,2024,January,18,1,0,2,1.0,GBR,Online TA,Transient,109.97,0,1,0,No Deposit,23.0,102.0,1,3.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.32573998244103797
City Hotel,0,34,2023,May,24,2,1,3,0.0,IND,Online TA,Contract,135.47,0,1,0,No Deposit,16.0,119.0,3,3.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.3668111846423997
City Hotel,1,189,2024,September,17,0,4,2,0.0,USA,Offline TA/TO,Transient,93.76,0,1,0,No Deposit,5.0,112.0,4,2.0,180+ days,Early Planner - Leisure/Transient,0.6492304966807088
City Hotel,0,6,2023,March,27,3,5,1,0.0,PRT,Online TA,Transient,88.27,0,1,0,No Deposit,10.0,102.0,8,1.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.2335240327525912
Resort Hotel,0,37,2023,January,26,1,5,2,0.0,ITA,Corporate,Group,98.67,0,0,0,No Deposit,0.0,117.0,6,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.38444011084028784
City Hotel,1,62,2023,February,27,0,4,2,0.0,ESP,Direct,Transient-Party,128.8,1,0,0,No Deposit,22.0,101.0,4,2.0,31-90 days,Early Planner - Corporate/Contract,0.4943968065660663
Resort Hotel,0,0,2024,March,23,1,2,2,0.0,BRA,Online TA,Contract,117.22,1,0,1,Non Refund,14.0,112.0,3,2.0,0-7 days,Last-Minute Booker - Corporate/Contract,0.4702476873579059
Resort Hotel,1,24,2023,April,7,2,5,1,0.0,GBR,Online TA,Transient,116.42,0,0,1,No Deposit,5.0,107.0,7,1.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.48189727278526445
City Hotel,1,30,2024,July,21,1,3,1,1.0,ESP,Direct,Transient,65.08,0,1,0,No Deposit,23.0,115.0,4,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.39519419997653393
City Hotel,0,37,2023,June,19,2,3,3,0.0,ESP,Online TA,Transient,134.03,0,0,0,No Deposit,16.0,100.0,5,3.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.3726851752325628
City Hotel,1,21,2024,November,7,1,5,1,2.0,IND,Online TA,Transient,79.86,1,0,1,No Deposit,25.0,106.0,6,3.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.3053842165578772
City Hotel,0,65,2024,August,23,1,0,2,0.0,DEU,Direct,Contract,165.4,0,0,0,No Deposit,21.0,108.0,1,2.0,31-90 days,Early Planner - Corporate/Contract,0.3976399547072547
City Hotel,0,173,2024,September,7,1,0,1,0.0,PRT,Online TA,Transient,150.27,0,4,1,Refundable,21.0,115.0,1,1.0,91-180 days,Early Planner - Leisure/Transient,0.38168347542423664
Resort Hotel,1,147,2023,June,16,3,0,2,0.0,ITA,Online TA,Transient,110.5,0,0,0,No Deposit,24.0,116.0,3,2.0,91-180 days,Early Planner - Leisure/Transient,0.575719410756833
City Hotel,1,65,2023,July,12,0,3,2,1.0,IND,Offline TA/TO,Transient,159.85,0,1,0,Non Refund,12.0,110.0,3,3.0,31-90 days,Early Planner - Leisure/Transient,0.6837698815437091
Resort Hotel,1,42,2023,April,15,1,2,3,0.0,ESP,Corporate,Transient-Party,146.03,0,0,0,No Deposit,0.0,105.0,3,3.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.4398625537923516
Resort Hotel,0,104,2024,February,15,1,5,3,0.0,USA,Corporate,Transient,93.93,0,2,1,No Deposit,0.0,106.0,6,3.0,91-180 days,Early Planner - Leisure/Transient,0.36207085782173615
City Hotel,0,108,2024,September,11,3,3,3,0.0,ESP,Corporate,Group,80.93,0,0,0,No Deposit,24.0,117.0,6,3.0,91-180 days,Early Planner - Leisure/Transient,0.40695313438128655
City Hotel,0,106,2023,September,2,0,3,3,0.0,PRT,Offline TA/TO,Transient,81.38,0,1,0,Non Refund,4.0,102.0,3,3.0,91-180 days,Early Planner - Leisure/Transient,0.6254130868328263
City Hotel,0,10,2023,April,3,2,2,2,0.0,FRA,Corporate,Transient-Party,87.51,0,1,0,Non Refund,27.0,109.0,4,2.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.5222354918228549
City Hotel,0,1,2024,December,19,3,2,1,0.0,PRT,Complementary,Transient-Party,122.32,0,1,0,No Deposit,11.0,114.0,5,1.0,0-7 days,Last-Minute Booker - Corporate/Contract,0.35612807783451433
City Hotel,1,245,2023,March,20,2,3,2,0.0,FRA,Offline TA/TO,Transient,121.5,0,0,0,No Deposit,5.0,104.0,5,2.0,180+ days,Early Planner - Leisure/Transient,0.7109598407486242
City Hotel,1,192,2024,October,28,1,4,1,1.0,BRA,Online TA,Transient-Party,123.88,0,0,0,No Deposit,22.0,0.0,5,2.0,180+ days,Early Planner - Corporate/Contract,0.6638199784629358
City Hotel,0,49,2024,November,25,0,3,4,1.0,FRA,Direct,Transient,78.81,0,1,0,No Deposit,25.0,100.0,3,5.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.40886868653479647
City Hotel,0,298,2024,June,26,1,4,2,0.0,USA,Groups,Transient-Party,73.03,0,0,0,No Deposit,28.0,0.0,5,2.0,180+ days,Early Planner - Corporate/Contract,0.6750418708228433
Resort Hotel,1,88,2023,March,15,1,2,2,1.0,FRA,Groups,Transient-Party,93.34,0,0,0,No Deposit,4.0,113.0,3,3.0,31-90 days,Early Planner - Corporate/Contract,0.498195228101153
Resort Hotel,0,43,2023,January,16,1,1,2,0.0,FRA,Online TA,Transient,99.44,0,1,0,No Deposit,7.0,111.0,2,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.36069260967082045
City Hotel,1,29,2024,April,1,0,5,3,0.0,ESP,Groups,Contract,85.65,0,1,0,No Deposit,0.0,109.0,5,3.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.3420478860410076
City Hotel,1,53,2024,January,15,1,1,1,2.0,DEU,Offline TA/TO,Transient-Party,114.22,0,1,0,No Deposit,8.0,117.0,2,3.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.41581176210678694
City Hotel,0,43,2023,February,12,2,2,2,0.0,IND,Online TA,Transient-Party,73.22,1,0,0,No Deposit,20.0,115.0,4,2.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.4148623136710846
City Hotel,1,305,2023,March,7,1,5,1,0.0,PRT,Groups,Transient,47.96,1,1,0,No Deposit,6.0,103.0,6,1.0,180+ days,Early Planner - Leisure/Transient,0.7293334471047078
City Hotel,1,40,2024,August,7,3,1,2,0.0,IND,Complementary,Transient,170.45,1,1,0,Non Refund,5.0,0.0,4,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.658675046801383
City Hotel,1,108,2024,October,11,3,0,1,0.0,GBR,Direct,Transient,110.7,0,0,0,Non Refund,8.0,0.0,3,1.0,91-180 days,Early Planner - Leisure/Transient,0.7856203716148323
City Hotel,0,100,2024,April,20,1,0,2,0.0,PRT,Groups,Group,76.09,0,1,0,No Deposit,8.0,113.0,1,2.0,91-180 days,Early Planner - Leisure/Transient,0.3670707674528631
City Hotel,0,4,2024,April,11,0,4,2,1.0,PRT,Direct,Group,97.43,0,0,1,Non Refund,7.0,118.0,4,3.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.4966495708535832
City Hotel,0,5,2023,October,17,1,5,2,1.0,ITA,Offline TA/TO,Transient,74.54,0,2,0,No Deposit,4.0,101.0,6,3.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.2682999852185643
Resort Hotel,0,64,2023,September,3,0,3,1,2.0,IND,Groups,Transient,200.07,1,0,0,No Deposit,3.0,0.0,3,3.0,31-90 days,Early Planner - Leisure/Transient,0.3086603641436061
Resort Hotel,0,17,2024,July,16,0,3,2,0.0,BRA,Groups,Transient-Party,92.99,0,1,0,No Deposit,11.0,0.0,3,2.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.3234650027636132
Resort Hotel,0,64,2024,February,5,1,1,2,1.0,FRA,Online TA,Transient-Party,79.81,0,1,0,No Deposit,11.0,0.0,2,3.0,31-90 days,Early Planner - Corporate/Contract,0.36697209731625624
City Hotel,0,9,2023,March,28,1,2,2,0.0,PRT,Online TA,Contract,83.97,0,0,1,Non Refund,26.0,108.0,3,2.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.5945540223873451
City Hotel,0,30,2023,April,2,1,1,3,2.0,USA,Online TA,Transient,111.76,1,0,0,No Deposit,27.0,115.0,2,5.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.31417940839141567
Resort Hotel,0,6,2024,April,23,2,4,2,0.0,PRT,Corporate,Transient,158.27,0,0,1,No Deposit,5.0,116.0,6,2.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.31244027978425704
City Hotel,1,19,2023,October,26,2,1,2,0.0,DEU,Corporate,Transient,117.28,0,0,0,No Deposit,26.0,0.0,3,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.3319966129778634
Resort Hotel,0,5,2023,August,26,2,2,3,0.0,IND,Groups,Transient,191.34,0,0,0,No Deposit,9.0,104.0,4,3.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.2875113065892704
City Hotel,0,211,2024,October,7,1,2,3,0.0,PRT,Offline TA/TO,Contract,51.43,0,0,0,No Deposit,17.0,0.0,3,3.0,180+ days,Early Planner - Corporate/Contract,0.5759468957568097
City Hotel,0,30,2024,October,28,1,1,1,0.0,PRT,Corporate,Transient,78.1,0,0,0,No Deposit,3.0,107.0,2,1.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.3848535860184051
Resort Hotel,0,138,2024,June,10,1,2,1,0.0,FRA,Complementary,Contract,158.54,0,2,0,No Deposit,13.0,111.0,3,1.0,91-180 days,Early Planner - Corporate/Contract,0.3469007595277917
City Hotel,1,212,2023,March,5,0,2,1,0.0,GBR,Online TA,Transient,107.62,0,0,0,Non Refund,2.0,107.0,2,1.0,180+ days,Early Planner - Leisure/Transient,0.871967646268616
Resort Hotel,1,144,2024,November,15,1,4,1,0.0,ESP,Direct,Transient-Party,84.8,0,0,0,No Deposit,1.0,106.0,5,1.0,91-180 days,Early Planner - Corporate/Contract,0.6219773802321398
Resort Hotel,0,36,2024,September,12,2,1,3,0.0,IND,Offline TA/TO,Transient-Party,118.09,0,0,0,No Deposit,0.0,119.0,3,3.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.457612640629373
Resort Hotel,0,90,2024,October,10,0,6,2,0.0,ESP,Corporate,Transient,109.36,0,2,0,No Deposit,26.0,102.0,6,2.0,31-90 days,Early Planner - Leisure/Transient,0.3229468395824023
City Hotel,0,10,2024,August,22,3,3,3,0.0,PRT,Direct,Transient,182.03,0,0,0,No Deposit,7.0,101.0,6,3.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.3044367168349422
Resort Hotel,1,125,2023,May,20,2,2,3,0.0,BRA,Online TA,Contract,95.75,0,0,0,Non Refund,5.0,113.0,4,3.0,91-180 days,Early Planner - Corporate/Contract,0.8227753615920058
City Hotel,0,1,2023,March,20,0,3,2,0.0,IND,Online TA,Transient,74.2,0,1,0,No Deposit,5.0,0.0,3,2.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.2890023008774174
City Hotel,1,215,2023,April,11,0,3,2,0.0,IRL,Corporate,Contract,97.09,0,1,0,No Deposit,19.0,0.0,3,2.0,180+ days,Early Planner - Corporate/Contract,0.588752067390157
Resort Hotel,0,66,2024,December,8,0,3,2,0.0,PRT,Online TA,Group,95.37,0,1,1,No Deposit,19.0,0.0,3,2.0,31-90 days,Early Planner - Leisure/Transient,0.4016679810200203
City Hotel,0,32,2024,May,15,2,2,2,1.0,BRA,Online TA,Transient-Party,77.08,0,0,0,No Deposit,19.0,119.0,4,3.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.4492612345012034
Resort Hotel,0,9,2024,September,2,1,2,2,0.0,IND,Online TA,Transient-Party,144.78,0,0,0,No Deposit,2.0,110.0,3,2.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.43337619472619016
Resort Hotel,0,77,2024,September,17,3,4,2,0.0,PRT,Online TA,Transient,142.33,0,0,1,No Deposit,23.0,0.0,7,2.0,31-90 days,Early Planner - Leisure/Transient,0.5061155410263917
City Hotel,0,49,2023,March,23,0,2,2,0.0,PRT,Corporate,Transient,128.46,0,1,0,No Deposit,1.0,119.0,2,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.3581286423195469
Resort Hotel,1,74,2023,July,6,1,2,2,0.0,BRA,Direct,Transient-Party,122.03,0,1,0,No Deposit,0.0,101.0,3,2.0,31-90 days,Early Planner - Corporate/Contract,0.4877654360647685
City Hotel,0,32,2023,June,21,1,4,1,0.0,GBR,Offline TA/TO,Transient-Party,119.7,0,0,2,No Deposit,27.0,0.0,5,1.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.409774570331858
City Hotel,0,4,2023,April,28,1,1,2,0.0,FRA,Direct,Transient,137.6,0,2,0,No Deposit,0.0,116.0,2,2.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.28328726339598936
Resort Hotel,0,22,2023,May,13,1,2,3,0.0,GBR,Online TA,Group,165.36,1,0,0,No Deposit,26.0,112.0,3,3.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.32077519871355303
City Hotel,0,22,2024,October,8,1,2,3,0.0,USA,Online TA,Transient,133.67,0,0,0,No Deposit,11.0,109.0,3,3.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.34234856072204084
Resort Hotel,1,0,2024,February,11,0,3,3,0.0,ESP,Complementary,Group,64.32,0,0,0,No Deposit,7.0,101.0,3,3.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.4453456751006398
City Hotel,0,0,2023,November,15,2,3,2,0.0,PRT,Offline TA/TO,Transient-Party,99.03,0,1,0,No Deposit,16.0,0.0,5,2.0,0-7 days,Last-Minute Booker - Corporate/Contract,0.310063903950137
City Hotel,1,24,2023,July,13,2,2,2,0.0,GBR,Online TA,Transient-Party,88.93,0,0,0,Non Refund,26.0,108.0,4,2.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.7375226847867542
City Hotel,0,78,2024,April,18,1,3,1,0.0,PRT,Corporate,Transient-Party,160.99,0,0,0,No Deposit,17.0,0.0,4,1.0,31-90 days,Early Planner - Corporate/Contract,0.4771048186878712
City Hotel,0,58,2023,February,18,2,4,2,0.0,IND,Online TA,Transient-Party,105.67,0,1,0,No Deposit,10.0,108.0,6,2.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.37306130989818664
Resort Hotel,1,16,2024,November,25,1,3,3,0.0,PRT,Online TA,Transient,127.25,0,0,1,No Deposit,9.0,109.0,4,3.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.44357577543109605
City Hotel,0,55,2024,June,17,1,2,1,2.0,IRL,Online TA,Transient,95.48,0,0,0,No Deposit,16.0,112.0,3,3.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.3945063497122425
City Hotel,0,62,2024,November,22,2,2,3,0.0,ESP,Groups,Transient-Party,92.4,0,1,0,Non Refund,13.0,0.0,4,3.0,31-90 days,Early Planner - Corporate/Contract,0.6777464375274594
City Hotel,0,44,2023,December,13,1,5,2,0.0,FRA,Offline TA/TO,Group,133.92,0,2,0,Non Refund,21.0,0.0,6,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.5039657838312314
City Hotel,0,44,2024,February,3,1,2,2,0.0,DEU,Online TA,Transient-Party,71.03,0,0,0,No Deposit,1.0,107.0,3,2.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.4673402988594806
